STATION,NAME,DATE,ACMC,ACMH,ACSC,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-03,,40.0,,50.0,,,130.0,0.0,88.0,0.0,0.0,,32.0,21.0,504.0,,,,270.0,315.0,,,,,34.4,25.9,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-04,,70.0,,100.0,,,1106.0,0.0,55.0,0.0,0.0,,44.0,22.0,312.0,,,,135.0,135.0,,,,,18.3,13.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-05,,100.0,,100.0,,,1036.0,0.03,0.0,0.0,0.0,,46.0,38.0,0.0,,,,135.0,135.0,,,,,16.1,8.1,,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-06,,100.0,,100.0,,,1500.0,0.01,3.0,0.0,0.0,,61.0,46.0,18.0,,,,180.0,90.0,,,,,15.0,8.9,,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-07,,100.0,,90.0,,,1330.0,0.2,15.0,0.0,0.0,,62.0,52.0,90.0,,,,225.0,225.0,,,,,21.9,17.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-08,,80.0,,100.0,,,1254.0,0.22,13.0,0.0,0.0,,63.0,46.0,72.0,,,,225.0,225.0,,,,,34.4,25.1,1.0,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-09,,100.0,,100.0,,,1548.0,0.3,0.0,0.0,0.0,,46.0,37.0,0.0,,,,315.0,315.0,,,,,20.8,17.0,1.0,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-10,,100.0,,100.0,,,1936.0,0.0,8.0,0.0,0.0,,38.0,32.0,48.0,,,,270.0,270.0,,,,,27.5,21.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-11,,100.0,,100.0,,,30.0,0.05,0.0,0.5,0.0,,34.0,28.0,0.0,,,,270.0,270.0,,,,,20.8,17.9,1.0,,,,,,,1.0,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-12,,50.0,,60.0,,,1500.0,0.0,49.0,0.0,0.0,,50.0,33.0,276.0,,,,225.0,180.0,,,,,27.5,23.0,,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-13,,70.0,,100.0,,,1300.0,0.0,11.0,0.0,0.0,,42.0,29.0,66.0,,,,315.0,360.0,,,,,28.9,23.9,1.0,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-14,,60.0,,70.0,,,1212.0,0.0,49.0,0.0,0.0,,40.0,27.0,276.0,,,,270.0,270.0,,,,,26.4,23.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-15,,100.0,,100.0,,,1242.0,0.25,0.0,1.9,0.0,,35.0,27.0,0.0,,,,180.0,180.0,,,,,16.1,13.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-16,,80.0,,70.0,,,1448.0,0.0,20.0,0.0,1.0,,35.0,24.0,114.0,,,,360.0,360.0,,,,,19.5,14.1,1.0,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-17,,70.0,,40.0,,,2136.0,0.0,86.0,0.0,0.0,,34.0,21.0,486.0,,,,180.0,180.0,,,,,23.0,17.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-18,,100.0,,100.0,,,348.0,0.01,0.0,0.0,0.0,,41.0,34.0,0.0,,,,225.0,225.0,,,,,20.8,14.1,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-19,,40.0,,40.0,,,1006.0,0.0,78.0,0.0,0.0,,37.0,11.0,438.0,,,,315.0,315.0,,,,,30.0,23.9,1.0,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-20,,30.0,,50.0,,,1418.0,0.0,50.0,0.0,0.0,,19.0,9.0,282.0,,,,315.0,270.0,,,,,19.5,13.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-21,,20.0,,40.0,,,1348.0,0.0,79.0,0.0,0.0,,23.0,8.0,438.0,,,,45.0,45.0,,,,,11.4,2.9,,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-22,,70.0,,60.0,,,1518.0,0.0,68.0,0.0,0.0,,35.0,14.0,378.0,,,,90.0,90.0,,,,,16.1,11.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-23,,90.0,,80.0,,,1048.0,0.0,18.0,0.0,0.0,,40.0,32.0,102.0,,,,180.0,225.0,,,,,23.0,17.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-24,,90.0,,100.0,,,1354.0,0.26,0.0,2.7,0.0,,36.0,8.0,0.0,,,,315.0,315.0,0.2,,,,40.3,32.0,,,,,,,,1.0,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-25,,30.0,,40.0,,,1618.0,0.0,59.0,0.0,3.0,,15.0,-5.0,330.0,,,,180.0,225.0,0.2,,,,16.1,11.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-26,,100.0,,100.0,,,1736.0,0.0,0.0,0.0,3.0,,24.0,8.0,0.0,,,,135.0,135.0,0.2,,,,15.0,11.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-27,,80.0,,100.0,,,1048.0,0.0,0.0,0.0,2.0,,28.0,14.0,0.0,,,,45.0,45.0,0.2,,,,10.3,6.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-28,,30.0,,10.0,,,2148.0,0.0,84.0,0.0,2.0,,43.0,11.0,474.0,,,,135.0,135.0,,,,,9.2,6.0,1.0,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-29,,100.0,,100.0,,,2312.0,0.4,0.0,0.2,0.0,,38.0,30.0,0.0,,,,360.0,360.0,,,,,26.4,19.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-30,,100.0,,100.0,,,6.0,0.0,0.0,0.0,0.0,,34.0,31.0,0.0,,,,360.0,360.0,,,,,24.2,16.1,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1980-12-31,,100.0,,100.0,,,1212.0,0.2,0.0,2.0,0.0,,35.0,31.0,0.0,,,,135.0,135.0,,,,,17.2,11.0,1.0,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-01,,100.0,,100.0,,,2354.0,0.08,0.0,1.1,2.0,,35.0,31.0,0.0,,,,270.0,270.0,0.3,,,,27.5,19.0,1.0,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-02,,90.0,,70.0,,,212.0,0.0,66.0,0.0,3.0,,32.0,22.0,372.0,,,,270.0,270.0,0.3,,,,31.1,23.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-03,,70.0,,90.0,,,1442.0,0.0,24.0,0.0,3.0,,28.0,5.0,132.0,,,,315.0,315.0,0.3,,,,25.3,19.9,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-04,,0.0,,0.0,,,1254.0,0.0,100.0,0.0,3.0,,7.0,-1.0,564.0,,,,315.0,315.0,0.2,,,,24.2,17.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-05,,40.0,,30.0,,,1718.0,0.0,88.0,0.0,2.0,,15.0,-4.0,498.0,,,,135.0,135.0,0.2,,,,17.2,11.0,,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-06,,100.0,,100.0,,,1448.0,0.35,6.0,3.4,2.0,,32.0,14.0,36.0,,,,225.0,225.0,0.2,,,,31.1,23.0,1.0,,,,,1.0,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-07,,80.0,,70.0,,,1230.0,0.05,68.0,0.8,6.0,,31.0,8.0,390.0,,,,315.0,315.0,0.5,,,,31.1,25.9,1.0,,,,,1.0,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-08,,40.0,,60.0,,,1654.0,0.0,68.0,0.0,6.0,,18.0,-3.0,390.0,,,,135.0,135.0,0.5,,,,9.2,6.0,,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-09,,80.0,,100.0,,,2248.0,0.0,69.0,0.0,6.0,,20.0,-2.0,396.0,,,,270.0,270.0,0.4,,,,16.1,12.1,,,,,,,,1.0,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-10,,10.0,,0.0,,,142.0,0.0,100.0,0.0,5.0,,18.0,0.0,570.0,,,,270.0,315.0,0.4,,,,19.5,13.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-11,,70.0,,50.0,,,1306.0,0.0,64.0,0.0,5.0,,17.0,0.0,366.0,,,,270.0,315.0,0.4,,,,26.4,17.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-12,,70.0,,70.0,,,1500.0,0.0,49.0,0.0,5.0,,16.0,0.0,282.0,,,,180.0,180.0,0.4,,,,23.0,17.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-13,,100.0,,90.0,,,1042.0,0.14,10.0,1.4,6.0,,27.0,16.0,60.0,,,,180.0,180.0,0.5,,,,19.5,14.1,1.0,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-14,,80.0,,100.0,,,1524.0,0.0,0.0,0.0,6.0,,33.0,8.0,0.0,,,,90.0,90.0,0.5,,,,11.4,8.1,,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-15,,100.0,,100.0,,,1706.0,0.02,0.0,0.3,5.0,,31.0,26.0,0.0,,,,180.0,180.0,0.5,,,,12.8,8.1,,,,,,,,1.0,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-16,,90.0,,70.0,,,842.0,0.03,32.0,0.4,5.0,,28.0,13.0,186.0,,,,270.0,270.0,0.5,,,,27.5,19.9,1.0,,,,,,,1.0,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-17,,70.0,,80.0,,,400.0,0.03,27.0,0.4,6.0,,24.0,11.0,156.0,,,,315.0,315.0,0.6,,,,31.1,23.9,,,,,,,,1.0,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-18,,0.0,,0.0,,,1542.0,0.0,100.0,0.0,6.0,,35.0,11.0,582.0,,,,225.0,225.0,0.6,,,,19.5,15.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-19,,50.0,,90.0,,,1718.0,0.0,32.0,0.0,5.0,,40.0,15.0,186.0,,,,180.0,180.0,0.5,,,,15.0,11.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-20,,100.0,,100.0,,,1524.0,0.0,13.0,0.0,3.0,,41.0,29.0,78.0,,,,180.0,180.0,0.3,,,,10.3,4.9,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-21,,100.0,,100.0,,,1054.0,0.0,0.0,0.0,1.0,,39.0,28.0,0.0,,,,360.0,360.0,,,,,17.2,11.0,1.0,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-22,,100.0,,100.0,,,1136.0,0.0,0.0,0.0,1.0,,35.0,29.0,0.0,,,,225.0,225.0,,,,,26.4,21.9,1.0,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-23,,100.0,,100.0,,,436.0,0.0,0.0,0.0,1.0,,35.0,32.0,0.0,,,,180.0,270.0,,,,,19.5,13.0,1.0,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-24,,20.0,,20.0,,,1524.0,0.0,79.0,0.0,1.0,,42.0,22.0,468.0,,,,180.0,180.0,,,,,15.0,10.1,1.0,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-25,,60.0,,70.0,,,1512.0,0.0,84.0,0.0,0.0,,54.0,25.0,504.0,,,,180.0,180.0,,,,,20.8,15.0,,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-26,,90.0,,90.0,,,1406.0,0.0,18.0,0.0,0.0,,55.0,37.0,108.0,,,,225.0,225.0,,,,,36.7,29.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-27,,70.0,,90.0,,,1524.0,0.0,13.0,0.0,0.0,,39.0,29.0,78.0,,,,270.0,270.0,,,,,25.3,17.0,1.0,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-28,,60.0,,70.0,,,1712.0,0.0,49.0,0.0,0.0,,40.0,29.0,294.0,,,,225.0,270.0,,,,,25.3,17.9,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-29,,50.0,,60.0,,,124.0,0.0,54.0,0.0,0.0,,31.0,20.0,330.0,,,,315.0,315.0,,,,,24.2,17.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-30,,10.0,,30.0,,,1500.0,0.0,85.0,0.0,0.0,,30.0,15.0,516.0,,,,315.0,315.0,,,,,18.3,12.1,,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-01-31,,50.0,,70.0,,,2200.0,0.0,93.0,0.0,0.0,,36.0,11.0,564.0,,,,135.0,135.0,,,,,18.3,14.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-01,,90.0,,100.0,,,2206.0,1.19,0.0,0.8,0.0,,41.0,29.0,0.0,,,,225.0,180.0,,,,,26.4,17.9,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-02,,90.0,,90.0,,,942.0,0.03,27.0,0.3,0.0,,34.0,9.0,168.0,,,,270.0,225.0,,,,,39.1,34.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-03,,70.0,,80.0,,,900.0,0.0,64.0,0.0,0.0,,13.0,6.0,390.0,,,,225.0,270.0,,,,,27.5,23.9,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-04,,50.0,,60.0,,,1118.0,0.0,68.0,0.0,0.0,,18.0,10.0,420.0,,,,270.0,225.0,,,,,28.9,23.9,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-05,,50.0,,50.0,,,1124.0,0.0,92.0,0.0,0.0,,24.0,3.0,570.0,,,,180.0,225.0,,,,,20.8,16.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-06,,90.0,,90.0,,,1512.0,0.03,5.0,0.6,1.0,,32.0,24.0,30.0,,,,225.0,225.0,,,,,30.0,23.9,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-07,,90.0,,70.0,,,1500.0,0.0,47.0,0.0,1.0,,42.0,25.0,294.0,,,,180.0,180.0,,,,,27.5,19.9,,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-08,,70.0,,70.0,,,1318.0,0.02,46.0,0.3,0.0,,37.0,17.0,294.0,,,,270.0,270.0,,,,,35.6,28.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-09,,60.0,,70.0,,,1512.0,0.0,71.0,0.0,0.0,,37.0,13.0,450.0,,,,225.0,225.0,,,,,31.1,25.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-10,,100.0,,100.0,,,1754.0,0.16,0.0,0.0,0.0,,52.0,30.0,0.0,,,,135.0,135.0,,,,,31.1,23.0,,,,,,,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-11,,90.0,,100.0,,,1824.0,0.3,10.0,1.6,0.0,,53.0,1.0,66.0,,,,225.0,270.0,,,,,34.4,25.9,,,,,,,,,1.0,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-12,,0.0,,0.0,,,18.0,0.0,100.0,0.0,2.0,,15.0,-1.0,636.0,,,,270.0,270.0,,,,,26.4,19.9,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-13,,20.0,,30.0,,,1448.0,0.0,100.0,0.0,1.0,,33.0,7.0,636.0,,,,90.0,90.0,,,,,10.3,4.9,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-14,,20.0,,10.0,,,1554.0,0.0,100.0,0.0,0.0,,45.0,14.0,642.0,,,,180.0,180.0,,,,,10.3,6.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-15,,40.0,,60.0,,,1530.0,0.0,98.0,0.0,0.0,,55.0,23.0,630.0,,,,180.0,180.0,,,,,15.0,10.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-16,,90.0,,100.0,,,1742.0,0.37,0.0,0.0,0.0,,49.0,39.0,0.0,,,,180.0,180.0,,,,,18.3,13.0,1.0,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-17,,100.0,,100.0,,,1200.0,0.03,0.0,0.0,0.0,,56.0,47.0,0.0,,,,180.0,180.0,,,,,15.0,12.1,1.0,1.0,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-18,,100.0,,100.0,,,1400.0,0.18,3.0,0.0,0.0,,60.0,47.0,18.0,,,,180.0,180.0,,,,,13.9,8.1,1.0,1.0,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-19,,100.0,,100.0,,,2036.0,1.58,2.0,0.0,0.0,,58.0,49.0,18.0,,,,315.0,315.0,,,,,17.2,11.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-20,,100.0,,100.0,,,1536.0,0.12,0.0,0.0,0.0,,50.0,41.0,0.0,,,,225.0,315.0,,,,,28.9,19.0,1.0,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-21,,90.0,,90.0,,,230.0,0.0,28.0,0.0,0.0,,48.0,37.0,186.0,,,,315.0,315.0,,,,,21.9,16.1,1.0,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-22,,100.0,,100.0,,,1736.0,0.23,24.0,0.0,0.0,,59.0,39.0,156.0,,,,135.0,135.0,,,,,25.3,17.9,1.0,1.0,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-23,,100.0,,100.0,,,1506.0,0.31,16.0,0.0,0.0,,51.0,36.0,102.0,,,,225.0,225.0,,,,,38.0,30.0,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-24,,90.0,,100.0,,,0.0,0.02,0.0,0.1,0.0,,40.0,36.0,0.0,,,,225.0,225.0,,,,,25.3,21.9,1.0,,,,,,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-25,,20.0,,10.0,,,930.0,0.0,100.0,0.0,0.0,,45.0,33.0,666.0,,,,315.0,315.0,,,,,21.9,16.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-26,,60.0,,90.0,,,1200.0,0.0,16.0,0.0,0.0,,37.0,26.0,108.0,,,,45.0,45.0,,,,,16.1,10.1,1.0,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-27,,90.0,,90.0,,,1536.0,0.0,61.0,0.0,0.0,,49.0,29.0,408.0,,,,135.0,135.0,,,,,17.2,11.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-02-28,,100.0,,100.0,,,1500.0,0.03,0.0,0.0,0.0,,57.0,41.0,0.0,,,,270.0,270.0,,,,,27.5,17.9,1.0,,,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-03-01,,100.0,,100.0,,,118.0,0.0,0.0,0.0,0.0,,44.0,38.0,0.0,,,,315.0,315.0,,,,,18.3,13.0,,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-03-02,,90.0,,90.0,,,1342.0,0.01,8.0,0.1,0.0,,40.0,29.0,54.0,,,,315.0,315.0,,,,,26.4,19.9,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-03-03,,20.0,,20.0,,,124.0,0.0,98.0,0.0,0.0,,39.0,20.0,672.0,,,,315.0,315.0,,,,,23.0,17.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-03-04,,100.0,,100.0,,,1724.0,0.25,0.0,0.6,0.0,,37.0,30.0,0.0,,,,135.0,180.0,,,,,13.9,8.9,1.0,,,,,1.0,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-03-05,,100.0,,100.0,,,1554.0,0.21,4.0,0.7,0.0,,39.0,32.0,30.0,,,,360.0,315.0,,,,,26.4,19.9,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-03-06,,80.0,,80.0,,,1412.0,0.02,57.0,0.2,0.0,,37.0,25.0,390.0,,,,270.0,315.0,,,,,21.9,14.1,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-03-07,,70.0,,70.0,,,1412.0,0.0,43.0,0.0,0.0,,32.0,19.0,294.0,,,,315.0,315.0,,,,,20.8,15.0,,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-03-08,,100.0,,100.0,,,2106.0,0.0,2.0,0.0,0.0,,41.0,29.0,18.0,,,,360.0,315.0,,,,,13.9,8.9,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-03-09,,90.0,,90.0,,,1154.0,0.0,40.0,0.0,0.0,,47.0,31.0,282.0,,,,315.0,315.0,,,,,16.1,10.1,1.0,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-03-10,,100.0,,100.0,,,1306.0,0.0,13.0,0.0,0.0,,49.0,35.0,96.0,,,,270.0,270.0,,,,,24.2,17.9,,,,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-03-11,,80.0,,90.0,,,1806.0,0.01,12.0,0.1,0.0,,43.0,30.0,84.0,,,,270.0,270.0,,,,,25.3,17.0,,,,,,,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-03-12,,40.0,,0.0,,,1330.0,0.0,100.0,0.0,0.0,,56.0,32.0,708.0,,,,225.0,225.0,,,,,40.3,34.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1981-03-13,,30.0,,40.0,,,1348.0,0.0,70.0,0.0,0.0,,54.0,31.0,498.0,,,,315.0,270.0,,,,,38.0,27.1,,,,,,,,,,,,,,,,,,,,
